author_did,pagerank,weighted_degree,reliability,leaning,pr_norm,deg_norm,combined_score
did:plc:eamd4gyn7mutxyzwag2kqd6a,0.00019621182622139928,0.5743819049877003,reliable,left,0.1011871028139696,0.04023048157763185,0.14141758439160146
did:plc:d32h5vi4qqtfdxkpdlb4dnm5,0.00017642836560100356,0.7313440886251206,reliable,left,0.0881671297831274,0.051224324145400985,0.13939145392852836
did:plc:pkec7cz3ral2lla6scxb6ne4,0.0001845351184182493,0.6438574343475528,reliable,left,0.09350237951893081,0.045096641148009715,0.13859902066694052
did:plc:76e4qryfph6q4wmz3li6v2l6,0.00018099544940548379,0.6674664207706313,reliable,left,0.0911728378897579,0.04675024632796496,0.13792308421772287
did:plc:aonrplpou355iyrtvtimbj2q,0.00018194466610895412,0.6528126632354401,questionable,left,0.09179754031754586,0.04572387743047119,0.13752141774801704
did:plc:g6zrpwmibpkb6nkfweuns3mr,0.00017323687483461337,0.683456593551694,reliable,left,0.08606673266333617,0.04787021954770883,0.133936952211045
did:plc:4xpckqkivrksxxyqfqb2febi,0.00015767887439479031,0.5476809131367171,reliable,left,0.07582763698502529,0.038360308176559124,0.11418794516158441
did:plc:hvedoky7su6dsbu4m2bwfg7y,0.0001414696570822582,0.5266142346725995,reliable,left,0.06515995976162516,0.03688476966726238,0.10204472942888754
did:plc:724gpbnyikkk2zsafpdtwgzu,0.00017076504026862543,0.20412414523193154,reliable,left,0.08443995866239686,0.014297129824239363,0.09873708848663622
did:plc:5jtg5sg7la7lk4hrdjkw6zti,0.00013575401139776948,0.5289295326572873,reliable,left,0.061398355354094346,0.03704693625383287,0.09844529160792721
did:plc:dj2dtd6yjkndificlidzom2l,0.00013924549497100868,0.48474701237636814,questionable,left,0.06369618498226047,0.03395233307643485,0.09764851805869532
did:plc:nnyqaearuxzfxq5kgtxcirl3,0.00013993815162634794,0.4634095702284127,reliable,left,0.0641520390487049,0.032457829914352324,0.09660986896305722
did:plc:ivkxtqdth35x44yi627qdtjq,0.0001378699570349571,0.47476295012668224,reliable,left,0.06279091025940292,0.03325303592080019,0.09604394618020312
did:plc:g42wv2zldtwnokrv3kck2x3c,0.00013708169282991114,0.4816647589835852,reliable,left,0.06227213455641515,0.03373644790098072,0.09600858245739588
did:plc:ubmlmdso5fxzsfkdxovtrtsz,0.0001339614933475051,0.47674800344222623,reliable,left,0.06021865595167132,0.033392071726329825,0.09361072767800115
did:plc:tuqsg3sy75x7zeb5u66mvx3u,0.00013468854131605542,0.4627305171234802,reliable,left,0.060697143771587664,0.032410268121073324,0.09310741189266099
did:plc:i2jc6ogikn53jkny6y4ii2xd,0.0001354438222358412,0.4455693703577243,questionable,center,0.06119421237828949,0.03120827830764847,0.09240249068593796
did:plc:okhcehwe3nb6ozirtexvluri,0.0001369940278599974,0.4302920882266248,reliable,left,0.06221444012337698,0.030138236908373115,0.0923526770317501
did:plc:uhtpzedcjf7vwoyc44zwkhkz,0.00013587407291221294,0.43078688120698644,reliable,right,0.0614773707351791,0.03017289287456621,0.09165026360974532
did:plc:hpuimd3xshydwcavz5ujv5ng,0.0001256397958123164,0.4237640364161476,reliable,left,0.05474194590796534,0.02968100337469337,0.08442294928265871
did:plc:hgmkexmj7admtpjegy6g657r,0.00012853363563400294,0.3821085967630378,reliable,left,0.0566464517553949,0.0267634003251884,0.0834098520805833
did:plc:5iisvkutunvkqkbjsw2bn4cl,0.0001236631069698215,0.3796002495860431,reliable,left,0.05344103926107075,0.02658771231340023,0.08002875157447098
did:plc:kukumhoxb37dcvonsasjfpdb,0.00011591106170629663,0.42050953526658214,reliable,left,0.04833923112943847,0.029453053734558417,0.07779228486399689
did:plc:u2iiont4xl7izbwj6pzdqkob,0.00011921019861377117,0.3465121340759427,reliable,left,0.05051047277338476,0.024270176176017642,0.0747806489494024
did:plc:7rb7wb4iadvcqwsgbwuejdlb,0.00012196226066689731,0.2886751345948129,questionable,left,0.05232167124863867,0.020219194900448174,0.07254086614908685
did:plc:yxwogxwmevqdqiisbx2oji4p,0.00010993113721367625,0.3073684505063841,reliable,left,0.04440369845826758,0.02152849990270346,0.06593219836097104
did:plc:pctzlgamc7ispjizz4bflq4f,9.906908465275347e-05,0.2854229764011504,reliable,left,0.03725511944489695,0.019991409364097604,0.05724652880899456
did:plc:wils2x7onkd42q2a4giayrzu,0.00010064299383889759,0.2347652327535266,reliable,left,0.03829094707636122,0.016443272828313513,0.05473421990467474
did:plc:j2w2cfun7kam2chtajg22te4,8.76600710215948e-05,0.17696250481623846,reliable,left,0.02974657214690527,0.012394691977794322,0.042141264124699596
did:plc:kvykxwxfjdk6vybbz7ydkboq,8.552302837132302e-05,0.16666666666666666,questionable,left,0.028340132787978714,0.01167355761857126,0.04001369040654997
did:plc:opp5kugipnmojcxg3e627xcl,8.055761256949785e-05,0.13608276348795437,reliable,left,0.025072272777681467,0.009531419882826244,0.03460369266050771
did:plc:ebovc3hnxjadg5cuul6geibu,7.615532141053617e-05,0.17403319174016357,reliable,left,0.022175018689359605,0.012189518947935955,0.034364537637295564
did:plc:mbdxip7qez2xbazcjkyhjdia,6.90765989062743e-05,0.1269578580926024,questionable,left,0.01751634052042043,0.008892299229446326,0.026408639749866757
did:plc:bctx7gcx7o6ybugsc6fzog4m,6.849308064821256e-05,0.12447470471657726,questionable,left,0.01713231306795666,0.00871837582538165,0.02585068889333831
did:plc:lzfzawdilrmsfikvr4c6ytk4,6.575907433971343e-05,0.13143497502079077,reliable,left,0.015332997514129193,0.009205882524004052,0.024538880038133246
did:plc:la3fwcybyde2pz4xbztptyhj,6.230198392613408e-05,0.08944271909999159,reliable,left,0.013057802854627504,0.006264688409852615,0.01932249126448012
did:plc:b5qoj4koudj5sbrnugfmkvzs,6.058830464480802e-05,0.09559110896098215,reliable,left,0.011929989149305608,0.006695329909674892,0.0186253190589805
did:plc:ecd7o2kgjtaq2exh2uwa7hhd,5.609277970904251e-05,0.07231791269835915,reliable,center,0.008971375661693507,0.00506524392443461,0.014036619586128118
did:plc:cnviknpgcsffkyndzbljler3,5.07266662721699e-05,0.047781848256749665,reliable,left,0.005439806864448171,0.0033467049524819755,0.008786511816930147
did:plc:mdhv5x4vwcu5glikyev754wv,5.0566049377108566e-05,0.03928371006591931,reliable,left,0.00533410100832307,0.002751483917554541,0.00808558492587761
did:plc:p56yhr6wysb6usrxiauvnvea,5.001600142096884e-05,0.041407932648854284,reliable,left,0.004972101169567567,0.0029002673258539113,0.00787236849542148
did:plc:6tn4qpulmj6a7wdstknsmb4m,4.791958263059008e-05,0.03162277660168379,reliable,left,0.0035923973535454978,0.0022149018283137765,0.005807299181859274
did:plc:uefqjxxvtk3mar7pnfqplfox,4.563504486558576e-05,0.01332267944962386,questionable,center,0.002088887898903793,0.0009331383971336361,0.0030220262960374295
did:plc:l6kt4zpqzprqasiqvmpjamsi,4.462777616451119e-05,0.00902550601789804,reliable,center,0.001425980050047364,0.0006321585872201664,0.0020581386372675306
did:plc:ivk6p4z3ivqlcs2pnoihzpcg,4.246104201700143e-05,0.0,reliable,left,0.0,0.0,0.0
did:plc:fa7xejyd32fvuar5hpa2n2yi,4.246104201700143e-05,0.0,reliable,left,0.0,0.0,0.0
did:plc:mwg2t46u53qwncupgp3hhkl6,4.246104201700143e-05,0.0,reliable,left,0.0,0.0,0.0
did:plc:nbpkzxj3ge7aogphfwjmdqls,4.246104201700143e-05,0.0,reliable,left,0.0,0.0,0.0
did:plc:xpyz7gi2qafjttmekfnapvcx,4.246104201700143e-05,0.0,questionable,center,0.0,0.0,0.0
did:plc:vcchby7oxg7y5k5ozlgrr7ra,4.246104201700143e-05,0.0,reliable,right,0.0,0.0,0.0
did:plc:ud4mbfwt7peg375w3x75vozp,0.0013522475115457452,9.19018829778611,unknown,unknown,0.8620020954192982,0.6436931557183528,1.505695251137651
did:plc:taolqc4cd6nkuccy4cesvdht,0.0013330616303871966,8.993758925899646,unknown,unknown,0.8493754038585853,0.6299349781741745,1.47931038203276
did:plc:x4qyokjtdzgl7gmqhsw4ajqj,0.0015619312099284038,6.760760078462443,unknown,unknown,0.9999999993418759,0.4735327339276061,1.473532733269482
did:plc:ifnxpomraswgy6t34nrwqqgd,0.0014772521569242577,7.247481252602897,unknown,unknown,0.9442706703055495,0.5076233399506496,1.451894010256199
did:plc:pbpqqsupoqvf64rxastmxq6h,0.0007135168749913767,14.143347835477531,unknown,unknown,0.4416380437762338,0.9906191152616524,1.432257159037886
did:plc:mojhr33bx3rw4dxxpehd32qz,0.0014803576914187064,6.853198118753184,unknown,unknown,0.946314497527688,0.48000721866449675,1.4263217161921848
did:plc:k3hlawjlzulv4ucyqkjzvgwk,0.0006687663936957253,14.27728136635124,unknown,unknown,0.41218667170506496,0.99999999999993,1.412186671704995
did:plc:hsd7lpzfiedzjvymcz72gpl3,0.0012531108708747419,8.75190176056085,unknown,unknown,0.7967578789158389,0.6129949768438939,1.409752855759733
did:plc:khkaorxvl6o5xvmzmuxn2rl5,0.0013841731187818826,6.832735053482306,unknown,unknown,0.8830131082639991,0.47857395803554365,1.3615870662995428
did:plc:36eqtmzysqf7wsslczw4uxcd,0.0013512308700490085,7.0222300052327045,unknown,unknown,0.8613330191073459,0.4918464394616636,1.3531794585690096
did:plc:nbui5himyzmplkrvgi23qd7w,0.000641103864465357,13.687100783462405,unknown,unknown,0.3939812934117967,0.9586629577616412,1.352644251173438
did:plc:j5hrotody26iqi24hcusufxu,0.0013029188081920245,6.371614279590025,unknown,unknown,0.8295376848879211,0.4462764384966334,1.2758141233845546
did:plc:thqgscex6n7rqh6fkisrwl7g,0.0011885891049580898,7.2827250738001945,unknown,unknown,0.7542945471329732,0.5100918646153212,1.2643864117482944
did:plc:6k5cuwrftfbvhzfuslqrhf32,0.0011026213954032226,8.056339371104665,unknown,unknown,0.6977171221108963,0.5642768510601267,1.261993973171023
did:plc:lmqpgiymjl25rex5fzw2ojjn,0.0011936103195275532,7.113908827042097,unknown,unknown,0.7575991296593025,0.49826774751443165,1.2558668771737342
did:plc:27ayaw2igvlqshe3fvc7kwhd,0.001290220335866191,6.057405161155238,unknown,unknown,0.8211805136938785,0.4242688090066596,1.245449322700538
did:plc:yokowy6syzjlvkoskfthmthn,0.0005951276717905061,12.38563593195852,unknown,unknown,0.36372325109182824,0.867506608166186,1.2312298592580142
did:plc:6yzfeapjbpmqnkdvhrx64jdb,0.0010966524770019042,7.650305060883209,unknown,unknown,0.6937888328141115,0.5358376615672047,1.2296264943813162
did:plc:jn3bgn2o2veysaribauxnpcw,0.000580216063471047,12.435465334197119,unknown,unknown,0.35390956167261295,0.8709967265549734,1.2249062882275863
did:plc:6jnv4fcri7chmtbioh7lu56t,0.0005802160634710468,12.435465334197119,unknown,unknown,0.3539095616726128,0.8709967265549734,1.224906288227586
did:plc:k7o7nwz6m34dqrw5csa7egji,0.0006523983704097242,11.652493290979109,unknown,unknown,0.4014144804367575,0.816156310993558,1.2175707914303155
did:plc:uo2fna47c4v6zcnklxfhcvjb,0.0012179241522797426,6.3218509837846515,unknown,unknown,0.7736006499587162,0.4427909502913892,1.2163916002501054
did:plc:cvx4ofk4m65w2uxd5w5vwjqj,0.0011907831349397288,6.5036214602809395,unknown,unknown,0.7557384912304153,0.4555223990757966,1.2112608903062119
did:plc:gxmg6egpy4vnweuwyfhmxfpg,0.001126301450553363,6.628020381689112,unknown,unknown,0.7133015380702472,0.4642354669362751,1.1775370050065224
did:plc:vsn7qxqg4kh436lkke2gbdnl,0.0012468552859937487,5.444155459008272,unknown,unknown,0.7926409274883063,0.3813159746111539,1.1739569020994602
did:plc:vdtj2t7tphztdaccmy5xqcho,0.0005604532908699057,11.855112328371462,unknown,unknown,0.3409032039266757,0.8303480210392724,1.1712512249659481
did:plc:lcprhfzckjfeap7k2mea7e7o,0.001313331452398184,4.690336824588915,unknown,unknown,0.8363904974137633,0.3285175030340715,1.1649080004478347
did:plc:zh6b6f7na52pmks6vwypstww,0.0013350105056577572,4.456733686640498,unknown,unknown,0.8506580057223369,0.3121556248897522,1.162813630612089
did:plc:igczu2vp7rldkva4emfnc53w,0.0005774544481966667,11.484613712053328,unknown,unknown,0.35209207599182535,0.8043977993681285,1.156489875359954
did:plc:xtrzqicesfwterpbweugpl4u,0.0011363937259691538,6.191608628955031,unknown,unknown,0.7199435081610593,0.43366860049049727,1.1536121086515565
did:plc:23rykfqtezcnbq4k4jzvpkg3,0.0011597459451463492,5.89832651307342,unknown,unknown,0.73531216735226,0.41312672642105447,1.1484388937733145
did:plc:iqide5sxkjiah5r27dvc72lk,0.0009265925782482496,7.867196551640092,unknown,unknown,0.5818683079936137,0.5510290334531744,1.132897341446788
did:plc:op3xum4sqewuuwjdj7uzlczm,0.0009252911228376761,7.844786860531175,unknown,unknown,0.5810117887692147,0.5494594285309284,1.1304712173001432
did:plc:rlr4e4zioxivpndzr4mqw4r2,0.001193520849324279,5.219919817968602,unknown,unknown,0.7575402471586093,0.36561020855627085,1.1231504557148801
did:plc:sefgphqp2xqwh2hawaixykwz,0.0011131105729235914,5.964750592585231,unknown,unknown,0.7046203030584259,0.41777915833770457,1.1223994613961306
did:plc:apohfz4tqb3j4lixofk4ywkd,0.0009803920716070333,7.035578389041207,unknown,unknown,0.6172750533575766,0.4927813782266838,1.1100564315842605
did:plc:hep3eeypav7k52udqkmjujps,0.0010501818003302574,6.328742578361002,unknown,unknown,0.6632053586384127,0.44327364684961434,1.1064790054880271
did:plc:kb3sjrrxwkaiicuawkoqbslf,0.0005461914733270141,10.98676855070478,unknown,unknown,0.33151715750425126,0.7695280543113533,1.1010452118156047
did:plc:laox4youuo2r5bw2nxlfkxla,0.0010069583000425718,6.640730084031339,unknown,unknown,0.6347589296317462,0.46512567159191637,1.0998846012236625
did:plc:mvwpf5l7ifmbdgrdcjj7ascx,0.0009820853896419775,6.814079868876279,unknown,unknown,0.6183894668351095,0.4772673238012424,1.095656790636352
did:plc:jc4e3l6swmj7jmsocmrtdbx5,0.0011171086060930804,5.503938491654058,unknown,unknown,0.7072515052046012,0.385503258668375,1.0927547638729762
did:plc:iy5bwfls7baqtznyuymkub2b,0.0012287354731331584,4.364620597282649,unknown,unknown,0.7807158412106521,0.3057039001534914,1.0864197413641434
did:plc:gexyzhqlp5r7kart7lw4jgzb,0.0011338474804920232,5.1796250361582254,unknown,unknown,0.7182677625431281,0.3627879078131237,1.0810556703562517
did:plc:tomudwgbf7754rewbwkoadhn,0.0009817007026276063,6.55991509446459,unknown,unknown,0.6181362950241442,0.4594652809690063,1.0776015759931505
did:plc:cuowqu3bimpxo4plxd4pg3eh,0.0011058858953591952,5.257271852484808,unknown,unknown,0.6998655683408815,0.36822639531884566,1.0680919636597273
did:plc:ynuhjsul24ttaw4lmsxigko7,0.0009920009291844699,6.308764027986363,unknown,unknown,0.6249151227810872,0.44187432229601104,1.0667894450770983
did:plc:7pm6l5jz2ui6heuhqryxkzfm,0.0009523050960868324,6.529217174107999,unknown,unknown,0.598790336714325,0.4573151573166885,1.0561054940310135
did:plc:ohrv6qdbiynivhcbnykq5kiz,0.0009240364186817867,6.689847312403916,unknown,unknown,0.5801860376741548,0.4685659083647472,1.048751946038902
did:plc:uhqmmis3f3kp22z46uujhosl,0.0009227528752828157,6.6125105566143345,unknown,unknown,0.5793413067770089,0.46314913791628887,1.0424904446932977
did:plc:34ydeurdtukrpzjjelklch4y,0.0010479276457130064,5.302416666094488,unknown,unknown,0.6617218450667932,0.3713883988159592,1.0331102438827524
did:plc:encs65vl2g7z3abswilj7jve,0.0010442555921429666,5.308419560933119,unknown,unknown,0.6593051779645555,0.3718088496486211,1.0311140276131765
did:plc:erze6p4gjcmqxeygv624xyd5,0.0009216207975173262,6.437266406920984,unknown,unknown,0.5785962590698198,0.45087480184371176,1.0294710609135316
