author_did,pagerank,weighted_degree,reliability,leaning,pr_norm,deg_norm,combined_score
did:plc:4shx46fa7p2u7hcma2b5tpjq,0.0011445377233891367,4.170243403601434,unknown,unknown,0.7253032694690537,0.2920894599324484,1.017392729401502
did:plc:z5iaa2ueaqyzjmyromlucpkx,0.0010368634197189942,5.162574286720302,unknown,unknown,0.6544402108363963,0.36159365037710317,1.0160338612134994
did:plc:6tff2msd3ujvsyk7kg63a5tb,0.0009496659228424939,5.782051586311048,unknown,unknown,0.597053433089406,0.4049826740781202,1.0020361071675261
did:plc:6gwmy43l6x2t6mdid2mznpmo,0.0005187864281696875,9.795116989180565,unknown,unknown,0.3134812356954273,0.6860631753230734,0.9995444110185007
did:plc:3xpvhvkearhzyqo2g44df57a,0.0009335955385273273,5.868235613597549,unknown,unknown,0.5864771252131679,0.41101911932809715,0.997496244541265
did:plc:oyryhanphnb3z5oxy7s2smyd,0.0005343977441529006,9.568114412403704,unknown,unknown,0.32375541961994453,0.6701636093656603,0.9939190289856048
did:plc:yfvrnusuhjdeaqy77crumnuc,0.000918003020525499,5.89030889525142,unknown,unknown,0.5762153126940057,0.4125651616794016,0.9887804743734073
did:plc:ibntpygu3x5avzwngwajrijc,0.0009612346127615025,5.476210093349716,unknown,unknown,0.6046670672072095,0.38356112433671646,0.9882281915439259
did:plc:4qqizocrnriintskkh6trnzv,0.0011329552413912346,3.7182509151926317,unknown,unknown,0.7176805584511728,0.260431297792839,0.9781118562440119
did:plc:52ll4pp6zcbadwyzdzlhvu6m,0.0009091743279719985,5.814734087367944,unknown,unknown,0.5704049369892786,0.40727180043336036,0.9776767374226389
did:plc:2tiz6smelz6njio33k7t4bhf,0.0008722347277282595,6.116945612127556,unknown,unknown,0.5460940943024467,0.42843910231702603,0.9745331966194728
did:plc:f5hq72jl5smcllw6b44xwrxj,0.0009303154007253989,5.469959518706119,unknown,unknown,0.5843183873392427,0.3831233256772092,0.9674417130164519
did:plc:pvtbvfuvlortzk7zhn6jdb4w,0.0011007019094242101,3.8512103275517386,unknown,unknown,0.6964538620494055,0.2697439539594715,0.966197816008877
did:plc:2v37v73ys35poda6o2abunta,0.0005484856105917929,9.012515589156951,unknown,unknown,0.333026984621438,0.6312487201097722,0.9642757047312102
did:plc:x6tcxf2rt4q7jx26x5lysm3j,0.0008845001228938396,5.850525288064657,unknown,unknown,0.5541662469623225,0.40977866429478593,0.9639449112571085
did:plc:j76trmiofvaxxpvx2vnb2vwf,0.0009934692381945393,4.818371249215934,unknown,unknown,0.6258814523873614,0.3374852064323363,0.9633666588196976
did:plc:2oniqe36yqfpa3m4oxpcooda,0.0010191469954496859,4.511053490477572,unknown,unknown,0.642780604328951,0.3159602570492816,0.9587408613782327
did:plc:3umouwc4j7tjlyi3wpqtiu3w,0.0009338611518157713,5.130086979055208,unknown,unknown,0.5866519317305174,0.35931819562969886,0.9459701273602164
did:plc:362bnfss2ijxhjzryicwgk3y,0.000990032266031237,4.503690965846035,unknown,unknown,0.6236194980340458,0.3154445759162552,0.939064073950301
did:plc:ks3gpa6ftoyaq7hmf6c4qx4c,0.001025233221170789,4.109867316762378,unknown,unknown,0.646786096404826,0.28786063756145086,0.9346467339662768
did:plc:aymuvjwew4pdhr3c7lg2odqn,0.0008779680810424267,5.48438373104711,unknown,unknown,0.5498673525285525,0.3841336169203996,0.9340009694489521
did:plc:kausidrzftllpj5hfjoauhxs,0.0009556721151306761,4.675323631059333,unknown,unknown,0.6010062532309723,0.32746595875583356,0.9284722119868059
did:plc:g4iehcu5iujwtslptsp2dnko,0.0006978041685448291,7.057423948434241,unknown,unknown,0.4312971323401082,0.4943114706043908,0.925608602944499
did:plc:yazonrgwuoqc3jilcgsry4pr,0.0004544008278059362,9.337229727117533,unknown,unknown,0.27110751775012587,0.6539921353040575,0.9250996530541834
did:plc:ifkidt6g4xjmaxiutv2qajzt,0.0009240788884196327,4.9237517530366315,unknown,unknown,0.5802139880339019,0.34486619873168617,0.925080186765588
did:plc:udzdncz54fsj2spg24u33wj2,0.0008709538582420643,5.404258930063842,unknown,unknown,0.54525112317185,0.3785215680346712,0.9237726912065212
did:plc:s6j27rxb3ic2rxw73ixgqv2p,0.0009397067574302112,4.751539512511796,unknown,unknown,0.5904990659053383,0.33280422165734663,0.923303287562685
did:plc:nl3cuyvn5twmvef3fdnak26b,0.0009749527158538653,4.365122297421687,unknown,unknown,0.6136952820238195,0.30573903990637324,0.9194343219301928
did:plc:vf32tdeunh3ra6nvclxhmeuo,0.0008500735003927912,5.400149593508328,unknown,unknown,0.5315092555942638,0.37823374457234177,0.9097430001666056
did:plc:6oblddgkppfvk2ly7kxlaqob,0.0009096061215330027,4.83282144247281,unknown,unknown,0.570689110755792,0.3384973174138381,0.90918642816963
did:plc:zgi3qfrm46r7qr2jriw673gd,0.0008909466281950614,4.866776502052476,unknown,unknown,0.5584088477274565,0.34087557548050956,0.899284423207966
did:plc:5o6k7jvowuyaquloafzn3cfw,0.0009207590941735688,4.562827301057924,unknown,unknown,0.5780291512967369,0.319586564414938,0.8976157157116749
did:plc:etgkjoou5ilb2q52ijascw3v,0.000906506374905112,4.693968449375038,unknown,unknown,0.5686490926683612,0.32877186692121063,0.8974209595895718
did:plc:mbsab43g7tpt5yxcowqirq2m,0.0009091866913218051,4.6395499153092885,unknown,unknown,0.5704130736082526,0.32496031956360233,0.8953733931718548
did:plc:4cfvzmlojyvjs7ydxmhxmd5p,0.0008434288528514383,5.231909655871397,unknown,unknown,0.5271362526375072,0.3664499929378445,0.8935862455753517
did:plc:i4azllkb2bnkgnkqybvcgb4w,0.0007888915130119992,5.725519475934099,unknown,unknown,0.4912439126921226,0.4010230889914117,0.8922670016835343
did:plc:uk62jqyggwt4hyhrnzka34wm,0.0008487963604839606,5.160530543670563,unknown,unknown,0.5306687389885671,0.3614505038636111,0.8921192428521783
did:plc:65mgfx2oprkdjmautl2as73u,0.0008973880790790826,4.678298530167428,unknown,unknown,0.5626481220586111,0.32767432469272023,0.8903224467513313
did:plc:fw3hbgfowsdmx3mp4qmxehyj,0.0007836578887719634,5.693043589424747,unknown,unknown,0.48779953823376426,0.39874843419712513,0.8865479724308893
did:plc:ao6aq5cvleryn7bg4dfmkivg,0.0008875397179325249,4.71378681637211,unknown,unknown,0.5561666778367653,0.33015997201548847,0.8863266498522537
did:plc:l6tr26uz7dgptay2gybftayf,0.00043029581020080084,9.000308646207564,unknown,unknown,0.2552434237400375,0.6303937293985745,0.885637153138612
did:plc:wyylw3fkelfztdgh3c3u3svw,0.0009102104793784441,4.482028786493887,unknown,unknown,0.571086853243803,0.31392732772338844,0.8850141809671914
did:plc:yly3aulwiwaboatf2v2pjkhc,0.0009348123611748725,4.245578460221955,unknown,unknown,0.5872779455730811,0.2973660286773962,0.8846439742504772
did:plc:y73aherrvh76qhm5e65ju3uv,0.0007322748758853736,6.139044469681032,unknown,unknown,0.45398313700530035,0.4299869360387566,0.883970073044057
did:plc:u3ozb6kj4tef6aw6jgdkgcvt,0.0008983729775536832,4.524690938508217,unknown,unknown,0.5632963075213808,0.3169154422614176,0.8802117497827984
did:plc:pcmzn3lb3n6vha766ajfsee6,0.0008910131022765005,4.569170495920462,unknown,unknown,0.5584525959252159,0.32003085031921996,0.8784834462444359
did:plc:cvmsrsy6yjpdhzpsu33to72e,0.0008333660661345845,5.019199997123313,unknown,unknown,0.5205136897713583,0.3515515221933102,0.8720652119646685
did:plc:7migibs2fyj2psyy6lmkul3h,0.0008830933412206325,4.5477555077663165,unknown,unknown,0.5532404099817815,0.31853091573050935,0.8717713257122908
did:plc:aou2m6jyduu3txbiqzlklzsb,0.00043214920016848557,8.784861467054553,unknown,unknown,0.2564631844208362,0.6153035190409666,0.8717667034618028
did:plc:agesb4bpc6iv6fpipw7pybbu,0.0008856482183479554,4.509378397687683,unknown,unknown,0.5549218362970828,0.31584293129608626,0.8707647675931691
did:plc:7qiuhllywd7skoiqadlya3ry,0.0009009970309039751,4.349847540642455,unknown,unknown,0.5650232603790153,0.30466917538614113,0.8696924357651564
did:plc:zyjzrbb6oa5hmiu7d3kslxi6,0.0008554738152982664,4.764287603320592,unknown,unknown,0.5350633332036612,0.3336971150928462,0.8687604482965074
did:plc:j37zetcnytvnfjlk4ca3d2yv,0.0008942354265684366,4.339783991098725,unknown,unknown,0.5605732853325274,0.30396431083346465,0.864537596165992
did:plc:gptfta4qlxvf5twlea2wigl3,0.0007727435479687151,5.440368726014793,unknown,unknown,0.48061654706581813,0.3810507467364408,0.8616672938022589
did:plc:2pondrlrs5xlg5astgfpm6i5,0.0008831847451933801,4.375791466309107,unknown,unknown,0.5533005651428486,0.3064863228528707,0.8597868879957193
did:plc:kwtcdioo5zdbnxmhtcyqt2m6,0.0008696607206808431,4.501562888331505,unknown,unknown,0.5444000781249126,0.3152955225033593,0.8596956006282719
did:plc:ucgnqgp56aykmfzaf4lbhiig,0.0007813799050338436,5.321464273066521,unknown,unknown,0.4863003421424374,0.3727225188408627,0.8590228609833002
did:plc:26sfxnej5emm2tkasibku62z,0.0008744253360747633,4.430497645759888,unknown,unknown,0.547535786539204,0.3103180172803342,0.8578538038195382
did:plc:dt57ssk3lo7d7s4ybe57iczr,0.0008864001922701429,4.301780929544755,unknown,unknown,0.5554167284888303,0.3013025252610704,0.8567192537499007
did:plc:a5vgzbmonpanm36cxslhsvv7,0.0007582403898797285,5.502731856469499,unknown,unknown,0.47107166860375715,0.3854187443162657,0.8564904129200228
did:plc:hmt3ygqimirlbeflljfdrxcr,0.0008787029544044906,4.362460245725675,unknown,unknown,0.5503509904288545,0.3055525862232312,0.8559035766520857
did:plc:eizo32mvfftfultytpt4etre,0.0008647521606918417,4.409861299054503,unknown,unknown,0.5411696362976024,0.3088726197865215,0.8500422560841239
did:plc:5us4tzouyvomj43jbrqtbm4h,0.000791912919043748,5.06287401565938,unknown,unknown,0.493232372941996,0.3546105092242022,0.8478428821661982
did:plc:us6w2rfsi4x6ju2wfzf3sjo4,0.0007576096967002875,5.3746444072863255,unknown,unknown,0.47065659419667427,0.37644732700673217,0.8471039212034064
did:plc:emhyi4kljodgqlusdsopgfgd,0.0008299495877364586,4.67380755260897,unknown,unknown,0.5182652228596495,0.327359770580966,0.8456249934406155
did:plc:hakzua5btcgcfjye2yujlhos,0.0008741261074449464,4.209842253112059,unknown,unknown,0.547338856954182,0.29486301664079684,0.8422018735949789
did:plc:g7xd2fa6n7e7yqyvh6c3iexy,0.0008556892178282729,4.339297222433373,unknown,unknown,0.5352050948087348,0.30393021690109323,0.839135311709828
did:plc:m4hcx7fornr745oorfsvhslc,0.0008087777549788154,4.708163168052476,unknown,unknown,0.5043315286083095,0.32976608411937347,0.834097612727683
did:plc:rkgmcmrlwobvdajgjmxlvfya,0.0008571988133671085,4.252627612563337,unknown,unknown,0.5361985960762965,0.2978597607935115,0.834058356869808
did:plc:4usmserhjqkvhldgedfjb3jw,0.0008567681681338672,4.240509393866734,unknown,unknown,0.535915178052006,0.29701098444837604,0.832926162500382
did:plc:2bvxz7qsbzi5d6ztgovci5um,0.0007354483630571052,5.356694659578596,unknown,unknown,0.45607168552481836,0.3751901025221022,0.8312617880469206
did:plc:bigb2okpywf7f3hkbumc6uuj,0.0008440809622754326,4.289703663126445,unknown,unknown,0.5275654215921446,0.3004566172686165,0.8280220388607611
did:plc:ugrs2wswg7jkyajcszkqgldp,0.000772319901280798,4.9025782036319825,unknown,unknown,0.48033773495315873,0.34338317483789715,0.8237209097910558
did:plc:5wgp627dhdxxx7zvmtpoz6yc,0.000826894777515781,4.388068660972045,unknown,unknown,0.5162547785066246,0.307346234088624,0.8236010125952486
did:plc:ln72v57ivz2g46uqf4xxqiuh,0.0008638215722279355,4.034342169348661,unknown,unknown,0.5405571935639798,0.2825707546015402,0.82312794816552
did:plc:ap3jijc22uilmt6xl66h3qvl,0.0008265017891667542,4.360086294641914,unknown,unknown,0.5159961433869181,0.3053863114946715,0.8213824548815896
did:plc:muim5ixgvxu6uueoqh3cfhbf,0.0008136164056728656,4.474410504794362,unknown,unknown,0.5075159614409178,0.313393733021145,0.8209096944620629
did:plc:x24upqvi3sjxq3b6xzplf2l7,0.0008872475067718087,3.777153730922349,unknown,unknown,0.5559743666175688,0.2645569302727407,0.8205312968903096
did:plc:263ixbri4holavs2wnyjfngc,0.0008785556585800274,3.855391610041287,unknown,unknown,0.5502540514908767,0.2700368166118391,0.8202908681027158
did:plc:b4unsvaompssjuds6njdooi2,0.000749497459598157,5.065587277614755,unknown,unknown,0.46531773512059094,0.3548005497428242,0.8201182848634152
did:plc:xizp6gyjez76xs64e64hpsah,0.0007991619112455248,4.572956817042346,unknown,unknown,0.4980031097093853,0.32029604934589234,0.8182991590552777
did:plc:e4b3uuuqlh425opmh4ddyeuo,0.00042515113796344955,8.074627696216966,unknown,unknown,0.2518575907420543,0.5655577899618004,0.8174153807038547
did:plc:nc53ou7qrkn7czdjxloelrfj,0.0007661066149884565,4.863690081613911,unknown,unknown,0.4762486212479566,0.3406593984395613,0.8169080196875178
did:plc:c37xms7keumdioa2547p75z5,0.0007821199950957534,4.644344234962428,unknown,unknown,0.4867874132788454,0.325296120163879,0.8120835334427243
did:plc:bhnp7tnocw74jj43jkdidi2n,0.0007849782280188445,4.611751697213704,unknown,unknown,0.4886684853667159,0.3230132949598078,0.8116817803265237
did:plc:lpeqikqxwo2b5n2lx5frer2a,0.0007995281425228263,4.387655881475569,unknown,unknown,0.4982441353542414,0.3073173224572087,0.80556145781145
did:plc:3r4tlcv62hpq3uumf7jdfr5u,0.0008687138379870136,3.715537278913101,unknown,unknown,0.543776911765215,0.26024123105604935,0.8040181428212644
did:plc:hsfzdq3icftr7vdp4d7krv4t,0.0008155457708500816,4.208818957046255,unknown,unknown,0.508785723241242,0.2947913436072867,0.8035770668485287
did:plc:y3wp5wqydtpfup2li5xjhkxf,0.0007487230097811027,4.821160287826036,unknown,unknown,0.4648080509998364,0.337680554449829,0.8024886054496654
did:plc:eulynhfqp2tbodmicxgdfyv5,0.0009059462085860014,3.3364375488354674,unknown,unknown,0.568280433690665,0.23368857580257293,0.801969009493238
did:plc:4yf7jm4tvaryy572lvxtazfl,0.0008344977844218039,3.8969891681584485,unknown,unknown,0.5212585008972195,0.27295036556067437,0.7942088664578939
did:plc:s4t4ce7wbksdau5aqb5aqa4u,0.000812573230853971,4.072028043736323,unknown,unknown,0.506829422909107,0.28521032395796386,0.7920397468670709
did:plc:6jqkjlfoaxcqvodp4g7tdb7k,0.0006449201394338385,5.612742215088122,unknown,unknown,0.39649287609802714,0.39312401787611084,0.7896168939741379
did:plc:lofloocctwsiuko3wokhcums,0.0008865639142999623,3.328723907667698,unknown,unknown,0.5555244779091013,0.2331483019948473,0.7886727799039486
did:plc:duzgg3fqxy2ctfecjtq2ponq,0.0008185716972502172,3.919720421747784,unknown,unknown,0.510777158454678,0.2745424931517792,0.7853196516064571
did:plc:tt2mid3wiy3eldzfi3cltyeh,0.000800088980725076,4.091786572917813,unknown,unknown,0.49861323651445144,0.2865942379311139,0.7852074744455653
did:plc:2a6467lkgeow52scdgvrlhej,0.0007564627804121921,4.487967229290962,unknown,unknown,0.46990178089953855,0.3143432642483259,0.7842450451478644
did:plc:nx6tmq3lxlo2vewn44hso6lv,0.0004073667374820924,7.7568545096521,unknown,unknown,0.24015324744843214,0.5433005283437886,0.7834537757922208
did:plc:bbp2b224lro3bfnzcqwwnkfo,0.0008251559838051558,3.764022112684661,unknown,unknown,0.5151104363890884,0.26363717406000425,0.7787476104490927
did:plc:awfb4sw3txujcc5yznamavgz,0.0007814667976695411,4.140178030938597,unknown,unknown,0.4863575282836827,0.2899836407718277,0.7763411690555104
did:plc:77hgvuxcsdbgg5udgfndef5r,0.0008640799388118792,3.359275950857181,unknown,unknown,0.5407272308501535,0.23528820821407231,0.7760154390642258
did:plc:nphj4mp22ccn5czmjwzegtva,0.0007393981143485789,4.527685377622997,unknown,unknown,0.4586711122014891,0.31712517680666774,0.7757962890081569
did:plc:lqrs3fao5dzsq6ku2nk45a34,0.0005905306863303796,5.9223853522583285,unknown,unknown,0.3606978639837549,0.41481183989382026,0.7755097038775751
did:plc:d4s2vxv7v53hvolx2i2i7avf,0.0007887668000136234,4.055493643362981,unknown,unknown,0.4911618360571695,0.2840522323052834,0.7752140683624529
did:plc:223cpcieytdlbmzovhs2ypg2,0.0008078758667884782,3.835206688454967,unknown,unknown,0.5037379742175818,0.2686230375408536,0.7723610117584354
did:plc:lgg6brspqsio7mkxipkuhfls,0.0008015179452387449,3.8840711795834992,unknown,unknown,0.4995536725578208,0.2720455722570001,0.7715992448148209
did:plc:vn3p3ydk5zgywye3focmlf64,0.0007662617042803339,4.214215689898989,unknown,unknown,0.4763506892549833,0.29516933803873724,0.7715200272937206
did:plc:73l2g3mmr3drypunsrlbmj4m,0.0006472078053955745,5.284016714167461,unknown,unknown,0.39799844429445635,0.37009964142196466,0.768098085716421
did:plc:vq5s7pmjzrx4wqbuebz35x33,0.0007856080721881665,3.9822623528776018,unknown,unknown,0.48908300101974334,0.278923014171503,0.7680060151912463
did:plc:v5n2j2uvmxhn6rxx6dee4yed,0.000821901370277866,3.626952126382122,unknown,unknown,0.5129684966564897,0.25403660776272746,0.7670051044192172
did:plc:by7bmadqw2riha3ok3ygzab4,0.0007098809523343663,4.645023498879335,unknown,unknown,0.4392451553001044,0.32534369672271235,0.7645888520228168
did:plc:quhh4e7opp7z6cqjwrh6sk5m,0.0007613222188872792,4.142966577655081,unknown,unknown,0.4730998946726892,0.2901789543364294,0.7632788490091186
did:plc:sw4wu2khare3t6kz3z5iyb2s,0.0006241937983688787,5.431412350594684,unknown,unknown,0.3828523706843481,0.3804234301493196,0.7632758008336678
did:plc:q7wmkrvcto52ydwb4uwqzbju,0.000755814188086727,4.1925426260752365,unknown,unknown,0.4694749266323503,0.293651327482832,0.7631262541151823
did:plc:aojkallehhnlbm3bxjioub66,0.0007174781561085174,4.549644211989035,unknown,unknown,0.44424505850951984,0.3186632031159194,0.7629082616254392
did:plc:3brg3tkarfmhgddu4pmgjbkq,0.0007758026543898063,3.957899138543507,unknown,unknown,0.48262981885205053,0.2772165818536871,0.7598464007057376
did:plc:z6phioqd5wrigle4t4jbveif,0.0008101346475771843,3.6297674742858006,unknown,unknown,0.5052245323843172,0.254233798518547,0.7594583309028642
did:plc:oynoumqbiibwrbo24kymrhcu,0.0006386397799387592,5.222516365508105,unknown,unknown,0.3923596198988753,0.3657920742401414,0.7581516941390167
did:plc:lyyoblayzueyb4xeup422qi4,0.00041303356679202666,7.320776441746067,unknown,unknown,0.24388272462138258,0.5127570336324108,0.7566397582537934
did:plc:6pcdldll3n6sshowvflu7ojw,0.0007822483759580683,3.844968039749295,unknown,unknown,0.48687190382360346,0.2693067357214703,0.7561786395450738
did:plc:57qazk3l7p67pjhoceo65tcu,0.0008601234771911298,3.1021677523222864,unknown,unknown,0.538123387943791,0.21728000399524744,0.7554033919390384
